study id,PICO field,CDSR sentence,candidate sentence,rating
14625336, OUTCOMES,"The following outcome measures were reported: 
 
 Death from any cause (28-day and 60-day) 
 Microbiologically-confirmed pulmonary infection recurrence (28-day) 
 Antibiotic-free days (28-day) 
 Mechanical ventilation-free days (28-day) 
 Number of organ failure-free days (28-day) 
 Evolution of parameters comprising the SOFA score and ODIN score (Day 1 to 28) 
 Clinical features relevant to pulmonary infection (fever, leukocyte count, PaO 2 / FiO 2  ratio, radiologic score; Day 1 to 28) 
 Duration of stay ITU 
 Rate of unfavourable outcome (death, recurrence, prescription of new antibiotic therapy) 
 In-hospital mortality 
 Percentage of emerging multiresistant bacteria during ITU in bronchoscopic samples collected to investigate possible recurrence","Patients
The ICU patients who were intubated
and had received mechanical ventilation for at least 48 hours were eligible
for the study if they met all the following criteria: (1) older than 18 years; (2)
clinical suspicion of VAP, defined by a
new and persistent infiltrate on chest radiography associated with at least 1 of
the following: purulent tracheal secretions, temperature of 38.3Â°C or higher,
and a leukocyte count higher than
10 000/ÂµL (for patients experiencing
acute respiratory distress syndrome and
for whom it was difficult to demonstrate deterioration of radiologic images, at least 1 of the 3 preceding criteria sufficed for inclusion); (3) positive
quantitative cultures of distal pulmonary secretion samples, obtained by fiberoptic bronchoscopy, of bronchoalveolar lavage fluid (significant threshold
Õ†104 colony-forming units/mL), or with
a protected specimen brush or catheter
(significant threshold Õ†103 colonyforming units/mL)23; and (4) instigation within the 24 hours following bronchoscopy of appropriate empirical
antibiotic therapy directed against the
microorganism(s) responsible for the
pulmonary infection, as determined by
their susceptibility patterns.24
Patients were excluded if they (1)
were pregnant; (2) were enrolled in another trial; (3) had little chance of survival, as defined by a Simplified Acute
Physiology Score (SAPS II) of more than
65 points; (4) had neutropenia (leukocyte counts Ï_1000/ÂµL or neutrophils
Ï_500/ÂµL); (5) had concomitant acquired immunodeficiency syndrome
(stage 3 according to the Centers for
Disease Control and Prevention 1993
classification); (6) had received immunosuppressants or long-term corticosteroid therapy (Õ†0.5 mg/kg per day for
Â©2003 American Medical Association.",0
14625336, OUTCOMES,"The following outcome measures were reported: 
 
 Death from any cause (28-day and 60-day) 
 Microbiologically-confirmed pulmonary infection recurrence (28-day) 
 Antibiotic-free days (28-day) 
 Mechanical ventilation-free days (28-day) 
 Number of organ failure-free days (28-day) 
 Evolution of parameters comprising the SOFA score and ODIN score (Day 1 to 28) 
 Clinical features relevant to pulmonary infection (fever, leukocyte count, PaO 2 / FiO 2  ratio, radiologic score; Day 1 to 28) 
 Duration of stay ITU 
 Rate of unfavourable outcome (death, recurrence, prescription of new antibiotic therapy) 
 In-hospital mortality 
 Percentage of emerging multiresistant bacteria during ITU in bronchoscopic samples collected to investigate possible recurrence","As reported in
Table 6, none of the secondary outcome eventsâ€”mortality at days 28 and
60, number of organ failureâ€“free days,
number of mechanical ventilationâ€“
free days, length of ICU stay, and unfavorable outcome rateâ€”was higher for
patients with VAP caused by nonfermenting gram-negative bacilli and
Â©2003 American Medical Association.",1
14625336, OUTCOMES,"The following outcome measures were reported: 
 
 Death from any cause (28-day and 60-day) 
 Microbiologically-confirmed pulmonary infection recurrence (28-day) 
 Antibiotic-free days (28-day) 
 Mechanical ventilation-free days (28-day) 
 Number of organ failure-free days (28-day) 
 Evolution of parameters comprising the SOFA score and ODIN score (Day 1 to 28) 
 Clinical features relevant to pulmonary infection (fever, leukocyte count, PaO 2 / FiO 2  ratio, radiologic score; Day 1 to 28) 
 Duration of stay ITU 
 Rate of unfavourable outcome (death, recurrence, prescription of new antibiotic therapy) 
 In-hospital mortality 
 Percentage of emerging multiresistant bacteria during ITU in bronchoscopic samples collected to investigate possible recurrence","Main Outcome Measures Primary outcome measuresâ€”death from any cause, microbiologically documented pulmonary infection recurrence, and antibiotic-free daysâ€”
were assessed 28 days after VAP onset and analyzed on an intent-to-treat basis.",2
14625336, OUTCOMES,"The following outcome measures were reported: 
 
 Death from any cause (28-day and 60-day) 
 Microbiologically-confirmed pulmonary infection recurrence (28-day) 
 Antibiotic-free days (28-day) 
 Mechanical ventilation-free days (28-day) 
 Number of organ failure-free days (28-day) 
 Evolution of parameters comprising the SOFA score and ODIN score (Day 1 to 28) 
 Clinical features relevant to pulmonary infection (fever, leukocyte count, PaO 2 / FiO 2  ratio, radiologic score; Day 1 to 28) 
 Duration of stay ITU 
 Rate of unfavourable outcome (death, recurrence, prescription of new antibiotic therapy) 
 In-hospital mortality 
 Percentage of emerging multiresistant bacteria during ITU in bronchoscopic samples collected to investigate possible recurrence","Outcome Measures
The primary outcome measures were
death from any cause; microbiologically documented pulmonary infection recurrence, defined using the same
microbiologic criteria as those that led
to patient inclusion in the trial; and antibiotic-free days, all of which were assessed 28 days after the first bronchoscopy for suspected VAP onset.",2
14625336, OUTCOMES,"The following outcome measures were reported: 
 
 Death from any cause (28-day and 60-day) 
 Microbiologically-confirmed pulmonary infection recurrence (28-day) 
 Antibiotic-free days (28-day) 
 Mechanical ventilation-free days (28-day) 
 Number of organ failure-free days (28-day) 
 Evolution of parameters comprising the SOFA score and ODIN score (Day 1 to 28) 
 Clinical features relevant to pulmonary infection (fever, leukocyte count, PaO 2 / FiO 2  ratio, radiologic score; Day 1 to 28) 
 Duration of stay ITU 
 Rate of unfavourable outcome (death, recurrence, prescription of new antibiotic therapy) 
 In-hospital mortality 
 Percentage of emerging multiresistant bacteria during ITU in bronchoscopic samples collected to investigate possible recurrence","Physiological and Functional Score Changes From Day 1 to Day 28
38.8
2.0
Temperature
ODIN Score
8-Day Regimen
15-Day Regimen
38.6
1.5
38.2
Points
Temperature, Â°C
38.4
38.0
37.8
1.0
37.6
37.4
37.2
0.5
1
7
18
14
21
28
1
7
8
Leukocyte Count
14
21
28
21
28
21
28
SOFA Score
17
7
16
15
6
Points
Cells Ã— 103/ÂµL
14
13
12
5
4
11
3
10
9
2
8
1
7
1
7
350
14
21
28
1
7
6
PaO2/FIO2
14
Radiologic Score
325
5
275
Points
Ratio, mm Hg
300
250
4
225
3
200
175
150
2
1
7
14
21
28
Days After Bronchoscopy
1
7
14
Days After Bronchoscopy
Data are expressed as mean (90% confidence interval).",0
14625336, OUTCOMES,"The following outcome measures were reported: 
 
 Death from any cause (28-day and 60-day) 
 Microbiologically-confirmed pulmonary infection recurrence (28-day) 
 Antibiotic-free days (28-day) 
 Mechanical ventilation-free days (28-day) 
 Number of organ failure-free days (28-day) 
 Evolution of parameters comprising the SOFA score and ODIN score (Day 1 to 28) 
 Clinical features relevant to pulmonary infection (fever, leukocyte count, PaO 2 / FiO 2  ratio, radiologic score; Day 1 to 28) 
 Duration of stay ITU 
 Rate of unfavourable outcome (death, recurrence, prescription of new antibiotic therapy) 
 In-hospital mortality 
 Percentage of emerging multiresistant bacteria during ITU in bronchoscopic samples collected to investigate possible recurrence","CARING FOR THE
CRITICALLY ILL PATIENT
Comparison of 8 vs 15 Days of
Antibiotic Therapy for Ventilator-Associated
Pneumonia in Adults
A Randomized Trial
Jean Chastre, MD
Michel Wolff, MD
Jean-Yves Fagon, MD
Sylvie Chevret, MD
Franck Thomas, MD
Delphine Wermert, MD
Eva Clementi, MD
Jesus Gonzalez, MD
Dominique Jusserand, MD
Pierre Asfar, MD
Dominique Perrin, MD
Fabienne Fieux, MD
Sylvie Aubas, MD
for the PneumA Trial Group
H
OSPITALS AND PARTICULARLY
intensive care units (ICUs)
are faced with the emergence and rapid dissemination of multiresistant bacteria.1-4 In some
cases, the choice of potential therapies
is limited or even nonexistent.5-8 The response to this challenge lies in a policy
of prevention and better utilization of antimicrobial therapy, notably shortening
the duration and decreasing the number of antibiotics given to ICU patients
to contain the emergence and dissemination of such pathogens.3,9-12 Because of
its frequency and severity,13,14 nosocomial pneumonia in patients requiring
prolonged mechanical ventilation represents 1 of the principal reasons for the
prescription of antibiotics in the ICU.15
At present, most experts recommend that
2588
Context The optimal duration of antimicrobial treatment for ventilator-associated
pneumonia (VAP) is unknown.",0
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","Australian and New Zealand Journal of Obstetrics and Gynaecology 2008; 48: 58â€“63
DOI: 10.1111/j.1479-828X.2007.00803.x
Original Article
Blackwell Publishing Asia
Progesterone for maintenance tocolytic therapy after threatened
preterm labour: A randomised controlled trial
Sedigheh BORNA1 and Noshin SAHABI2
1
Department of Perinatalogy, Vali-e-Asr Hospital, Tehran University of Medical Sciences, and
Vali-e-Asr Reproductive Health Research Centre, Tehran, Iran
2
Background: Women with preterm labour that is arrested with tocolytic therapy are at increased risk of
recurrent preterm labour.",1
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","58
the primary method of treating acute preterm labour.3
Patients with arrested preterm labour are at
increased risk for recurrence, but to this point,
continued tocolytic treatment with any agent after
arrest of acute preterm labour is of questionable
value in extending gestation or improving outcome.3,4
The efficacy of maintenance tocolytic therapy after
successful arrest of preterm labour remains
controversial.",0
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","This trial was designed to assess the use of
progesterone therapy in women who presented with
symptoms of threatened preterm labour.",2
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","Methods
A randomised clinical trial was performed between
March 2004 to December 2005 that included singleton
pregnant women between 24 and 34 weeks of
gestation who were admitted for threatened preterm
labour.",2
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","Methods: This trial was conducted in 70 women who presented with symptoms of threatened preterm
labour, who after arrest of uterine activity were then randomised to progesterone therapy or no treatment.",2
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","This question is not limited to the use
of a specific drug as the data are similar for
terbutaline, magnesium sulphate, and calcium channel
blockers.2,3 Accordingly, the results of this meta-analysis
do not support the use of maintenance tocolytic therapy
after successful treatment of preterm labour.4 In the
last 40 years, progestins have been administered
Â© 2008 The Authors
Journal compilation Â© 2008 The Royal Australian and New Zealand College of Obstetricians and Gynaecologists
Progesterone as a tocolytic therapy
to pregnant women for several reasons, including
threatening miscarriage, recurrent miscarriage,
threatening abortion, prevention of preterm labour
and luteal support during in vitro fertilisation
treatment.5,6,7 Especially for progestins with an
androgenic effect, there was fear for masculinisation
of the female fetus.",0
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","Results
In total, 137 pregnant women admitted to the
department with symptoms and signs of preterm
labour were eligible for the trial.",0
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","Table 2 Primary and secondary outcome measures in women with preterm labour treated with progesterone
maintenance therapy and their controls
Outcome
Primary outcome
Latency (day, mean Â± SD)
Gestational age at delivery (mean Â± SD, weeks)
Recurrence of preterm labour
Secondary outcome
Need to mechanical ventilator
Neonatal intensive care unit (day)
LBW
Admission in NICU
Sepsis
RDS
Birthweight (g)
Control
n = 33
Progesterone
n = 37
P-value
(24.5 Â± 27.2)
34.5 Â± 1.2
19 (57.6%)
(36.1 Â± 17.9)
36.7 Â± 1.5
13 (35.1%)
0.037
0.041
0.092
6 (18.2%)
3.8 Â± 8.2
17 (51.5%)
13 (39.4%)
6 (18.2%)
12 (36.4%)
2609.39 Â± 662.9
2 (5.4%)
3.4 Â± 7.6
10 (27%)
9 (24.3%)
2 (5.4%)
4 (10.8%)
3101.54 Â± 587.9
0.136
0.83
0.040
0.205
0.136
0.021
0.002
P-values were determined using Studentâ€™s t-test for comparison of continues variable, and Ï‡2 for comparison of
categorical variables, P-value < 0.05 was considered significant.",0
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","The efficacy of maintenance tocolytic therapy after successful arrest of preterm
labour remains controversial.",0
18275573, PARTICIPANTS,"70 women presenting between 24 and 34 weeks' gestation with symptoms and signs of threatened preterm labour, where acute symptoms were arrested following use of tocolytic medication.","Conclusion: The use of vaginal progesterone suppository after successful parenteral tocolysis associated with
a longer latency preceding delivery but failed to reduce the incidence of readmission for preterm labour.",0
18275573, INTERVENTIONS,Daily intravaginal pessary (400 mg) versus no treatment.,"Treatment group received progesterone suppository (400 mg) daily until delivery and control group received
no treatment.",2
